citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
79 FR 58229, 2014-23228,58236,https://www.federalregister.gov/documents/2014/09/26/2014-23228/climate-resilient-international-development,https://www.govinfo.gov/content/pkg/FR-2014-09-26/pdf/2014-23228.pdf,Presidential Document,Executive Order,09/26/2014,09/23/2014,58229,Climate-Resilient International Development,"Amended by: EO 13693, March 19, 2015
See: EO 13514, October 5, 2009; EO 13653, November 1, 2013",13677
79 FR 56931, 2014-22805,56935,https://www.federalregister.gov/documents/2014/09/23/2014-22805/combating-antibiotic-resistant-bacteria,https://www.govinfo.gov/content/pkg/FR-2014-09-23/pdf/2014-22805.pdf,Presidential Document,Executive Order,09/23/2014,09/18/2014,56931,Combating Antibiotic-Resistant Bacteria,"Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017",13676
79 FR 46659, 2014-18998,46663,https://www.federalregister.gov/documents/2014/08/08/2014-18998/establishing-the-presidents-advisory-council-on-doing-business-in-africa,https://www.govinfo.gov/content/pkg/FR-2014-08-08/pdf/2014-18998.pdf,Presidential Document,Executive Order,08/08/2014,08/05/2014,46659,Establishing the President's Advisory Council on Doing Business in Africa,"See: EO 12870, September 30, 1993,
Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017
Amended by: EO 13734, August 3, 2016",13675
79 FR 45671, 2014-18682,45671,https://www.federalregister.gov/documents/2014/08/06/2014-18682/revised-list-of-quarantinable-communicable-diseases,https://www.govinfo.gov/content/pkg/FR-2014-08-06/pdf/2014-18682.pdf,Presidential Document,Executive Order,08/06/2014,07/31/2014,45671,Revised List of Quarantinable Communicable Diseases,"",13674
79 FR 45309, 2014-18561,45315,https://www.federalregister.gov/documents/2014/08/05/2014-18561/fair-pay-and-safe-workplaces,https://www.govinfo.gov/content/pkg/FR-2014-08-05/pdf/2014-18561.pdf,Presidential Document,Executive Order,08/05/2014,07/31/2014,45309,Fair Pay and Safe Workplaces,"See: EO 11246, September 24, 1965; EO 13658, February 12, 2014; EO 13683, December 11, 2014; EO 13738, August 23, 2016
Revoked by: EO 13782, March 27, 2017",13673
79 FR 42971, 2014-17522,42972,https://www.federalregister.gov/documents/2014/07/23/2014-17522/further-amendments-to-executive-order-11478-equal-employment-opportunity-in-the-federal-government,https://www.govinfo.gov/content/pkg/FR-2014-07-23/pdf/2014-17522.pdf,Presidential Document,Executive Order,07/23/2014,07/21/2014,42971,"Further Amendments to Executive Order 11478, Equal Employment Opportunity in the Federal Government, and Executive Order 11246, Equal Employment Opportunity","Amends: EO 11246, September 24, 1965; EO 11478, August 8, 1969",13672
79 FR 39947, 2014-16360,39951,https://www.federalregister.gov/documents/2014/07/10/2014-16360/taking-additional-steps-to-address-the-national-emergency-with-respect-to-the-conflict-in-the,https://www.govinfo.gov/content/pkg/FR-2014-07-10/pdf/2014-16360.pdf,Presidential Document,Executive Order,07/10/2014,07/08/2014,39947,Taking Additional Steps to Address the National Emergency With Respect to the Conflict in the Democratic Republic of the Congo,"Amends: EO 13413, October 27, 2006",13671
79 FR 35029, 2014-14432,35031,https://www.federalregister.gov/documents/2014/06/18/2014-14432/establishing-an-emergency-board-to-investigate-disputes-between-the-southeastern-pennsylvania,https://www.govinfo.gov/content/pkg/FR-2014-06-18/pdf/2014-14432.pdf,Presidential Document,Executive Order,06/18/2014,06/14/2014,35029,Establishing an Emergency Board To Investigate Disputes Between the Southeastern Pennsylvania Transportation Authority and Certain of Its Employees Represented by Certain Labor Organizations,"",13670
79 FR 34999, 2014-14429,35027,https://www.federalregister.gov/documents/2014/06/18/2014-14429/2014-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2014-06-18/pdf/2014-14429.pdf,Presidential Document,Executive Order,06/18/2014,06/13/2014,34999,"2014 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984",13669
79 FR 31019, 2014-12651,31020,https://www.federalregister.gov/documents/2014/05/29/2014-12651/ending-immunities-granted-to-the-development-fund-for-iraq-and-certain-other-iraqi-property-and,https://www.govinfo.gov/content/pkg/FR-2014-05-29/pdf/2014-12651.pdf,Presidential Document,Executive Order,05/29/2014,05/27/2014,31019,"Ending Immunities Granted to the Development Fund for Iraq and Certain Other Iraqi Property and Interests in Property Pursuant to Executive Order 13303, as Amended","See: EO 13303, May 22, 2003; EO 13364, November 29, 2004; EO 13315, August 28, 2003",13668
79 FR 28385, 2014-11442,28391,https://www.federalregister.gov/documents/2014/05/15/2014-11442/blocking-property-of-certain-persons-contributing-to-the-conflict-in-the-central-african-republic,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11442.pdf,Presidential Document,Executive Order,05/15/2014,05/12/2014,28385,Blocking Property of Certain Persons Contributing to the Conflict in the Central African Republic,"",13667
79 FR 22591, 2014-09343,22591,https://www.federalregister.gov/documents/2014/04/23/2014-09343/expanding-eligibility-for-the-defense-meritorious-service-medal,https://www.govinfo.gov/content/pkg/FR-2014-04-23/pdf/2014-09343.pdf,Presidential Document,Executive Order,04/23/2014,04/18/2014,22591,Expanding Eligibility for the Defense Meritorious Service Medal,"",13666
79 FR 20749, 2014-08426,20750,https://www.federalregister.gov/documents/2014/04/11/2014-08426/non-retaliation-for-disclosure-of-compensation-information,https://www.govinfo.gov/content/pkg/FR-2014-04-11/pdf/2014-08426.pdf,Presidential Document,Executive Order,04/11/2014,04/08/2014,20749,Non-Retaliation for Disclosure of Compensation Information,"",13665
79 FR 19281, 2014-07895,19285,https://www.federalregister.gov/documents/2014/04/07/2014-07895/blocking-property-of-certain-persons-with-respect-to-south-sudan,https://www.govinfo.gov/content/pkg/FR-2014-04-07/pdf/2014-07895.pdf,Presidential Document,Executive Order,04/07/2014,04/03/2014,19281,Blocking Property of Certain Persons With Respect to South Sudan,"",13664
79 FR 16645, 2014-06768,16649,https://www.federalregister.gov/documents/2014/03/25/2014-06768/establishing-an-emergency-board-to-investigate-disputes-between-the-long-island-rail-road-company,https://www.govinfo.gov/content/pkg/FR-2014-03-25/pdf/2014-06768.pdf,Presidential Document,Executive Order,03/25/2014,03/20/2014,16645,Establishing an Emergency Board to Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations,"See: EO 13654, November 21, 2013",13663
79 FR 16167, 2014-06612,16171,https://www.federalregister.gov/documents/2014/03/24/2014-06612/blocking-property-of-additional-persons-contributing-to-the-situation-in-ukraine,https://www.govinfo.gov/content/pkg/FR-2014-03-24/pdf/2014-06612.pdf,Presidential Document,Executive Order,03/24/2014,03/20/2014,16167,Blocking Property of Additional Persons Contributing to the Situation in Ukraine,"See: EO 13660, March 6, 2014; EO 13661, March 16, 2014; EO 13685, December 19, 2014",13662
79 FR 15533, 2014-06141,15538,https://www.federalregister.gov/documents/2014/03/19/2014-06141/blocking-property-of-additional-persons-contributing-to-the-situation-in-ukraine,https://www.govinfo.gov/content/pkg/FR-2014-03-19/pdf/2014-06141.pdf,Presidential Document,Executive Order,03/19/2014,03/16/2014,15533,Blocking Property of Additional Persons Contributing to the Situation in Ukraine,"See: EO 13660, March 6, 2014; EO 13662, March 20, 2014; EO 13685, December 19, 2014",13661
79 FR 13491, 2014-05323,13495,https://www.federalregister.gov/documents/2014/03/10/2014-05323/blocking-property-of-certain-persons-contributing-to-the-situation-in-ukraine,https://www.govinfo.gov/content/pkg/FR-2014-03-10/pdf/2014-05323.pdf,Presidential Document,Executive Order,03/10/2014,03/06/2014,13491,Blocking Property of Certain Persons Contributing to the Situation in Ukraine,"See: EO 13661, March 16, 2014; EO 13662, March 20, 2014; EO 13685, December 19, 2014 ",13660
79 FR 10655, 2014-04254,10660,https://www.federalregister.gov/documents/2014/02/25/2014-04254/streamlining-the-exportimport-process-for-americas-businesses,https://www.govinfo.gov/content/pkg/FR-2014-02-25/pdf/2014-04254.pdf,Presidential Document,Executive Order,02/25/2014,02/19/2014,10655,Streamlining the Export/Import Process for America's Businesses,"",13659
79 FR 9849, 2014-03805,9854,https://www.federalregister.gov/documents/2014/02/20/2014-03805/establishing-a-minimum-wage-for-contractors,https://www.govinfo.gov/content/pkg/FR-2014-02-20/pdf/2014-03805.pdf,Presidential Document,Executive Order,02/20/2014,02/12/2014,9849,Establishing a Minimum Wage for Contractors,"See:   EO 13673, July 31, 2014",13658
79 FR 8823, 2014-03474,8823,https://www.federalregister.gov/documents/2014/02/14/2014-03474/changing-the-name-of-the-national-security-staff-to-the-national-security-council-staff,https://www.govinfo.gov/content/pkg/FR-2014-02-14/pdf/2014-03474.pdf,Presidential Document,Executive Order,02/14/2014,02/10/2014,8823,Changing the Name of the National Security Staff to the National Security Council Staff,"",13657
79 FR 4261, 2014-01523,4264,https://www.federalregister.gov/documents/2014/01/24/2014-01523/establishment-of-afghanistan-and-pakistan-strategic-partnership-office-and-amendment-to-executive,https://www.govinfo.gov/content/pkg/FR-2014-01-24/pdf/2014-01523.pdf,Presidential Document,Executive Order,01/24/2014,01/17/2014,4261,Establishment of Afghanistan and Pakistan Strategic Partnership Office and Amendment to Executive Order 12163,"Amends: EO 12163, September 29, 1979",13656
78 FR 80451, 2013-31445,80462,https://www.federalregister.gov/documents/2013/12/31/2013-31445/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2013-12-31/pdf/2013-31445.pdf,Presidential Document,Executive Order,12/31/2013,12/23/2013,80451,Adjustments of Certain Rates of Pay,"Supersedes: EO 13641, April 5, 2013; EO 13686, December 19, 2014",13655
78 FR 70843, 2013-28581,70845,https://www.federalregister.gov/documents/2013/11/26/2013-28581/establishing-an-emergency-board-to-investigate-disputes-between-the-long-island-rail-road-company,https://www.govinfo.gov/content/pkg/FR-2013-11-26/pdf/2013-28581.pdf,Presidential Document,Executive Order,11/26/2013,11/21/2013,70843,Establishing an Emergency Board To Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations,"See: EO 13663, March 20, 2014",13654
78 FR 66817, 2013-26785,66824,https://www.federalregister.gov/documents/2013/11/06/2013-26785/preparing-the-united-states-for-the-impacts-of-climate-change,https://www.govinfo.gov/content/pkg/FR-2013-11-06/pdf/2013-26785.pdf,Presidential Document,Executive Order,11/06/2013,11/01/2013,66817,Preparing the United States for the Impacts of Climate Change,"Amended by: EO 13693, March 19, 2015
See:   EO 13677, September 23, 2014; EO 13683, December 11, 2014
Revoked by: EO 13783, March 28, 2017",13653
78 FR 61817, 2013-24388,61820,https://www.federalregister.gov/documents/2013/10/04/2013-24388/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2013-10-04/pdf/2013-24388.pdf,Presidential Document,Executive Order,10/04/2013,09/30/2013,61817,Continuance Of Certain Federal Advisory Committees,"Amends: EO 13043, April 16, 1997; EO 13231, October 16, 2001; EO 13515, October 14, 2009; EO 13538, April 19, 2010; EO 13600, February 9, 2012;
 Supersedes in part: EO 13585, September 30, 2011; EO 13591, November 23, 2011;  EO 13708, September 30, 2015
 Continues: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 11612, July 26, 1971; EO 12131, May 4, 1979; EO 12216, June 19, 1980; EO 12367, June 15, 1982; EO 12382, September 13, 1982; EO 12829, January 6, 1993; EO 12905, March 25, 1994; EO 12994, March 21, 1996; EO 13231, October 16, 2001; EO 13265, June 6, 2002; EO 13515, October 14, 2009; EO 13521, November 24, 2009; EO 13522, December 9, 2009; EO 13532, February 26, 2010; EO 13538, April 19, 2010; EO 13539, April 21, 2010; EO 13540, April 26, 2010; EO 13549, August 18, 2010; EO 13600, February 9, 2012; EO 13621, July 26, 2012; EO 13631, December 7, 2012; EO 13634, December 21, 2012; EO 13640, January 5, 2013;
 ee: EO 13498, February 5, 2009; EO 13544, June 10, 2010; EO 13555, October 19, 2010",13652
78 FR 48791, 2013-19520,48794,https://www.federalregister.gov/documents/2013/08/09/2013-19520/prohibiting-certain-imports-of-burmese-jadeite-and-rubies,https://www.govinfo.gov/content/pkg/FR-2013-08-09/pdf/2013-19520.pdf,Presidential Document,Executive Order,08/09/2013,08/06/2013,48791,Prohibiting Certain Imports of Burmese Jadeite and Rubies,"See: EO 13047, May 20, 1997; EO 13310, July 28, 2003; EO 13448, October 18, 2007; EO 13464, April 30, 2008; EO 13619, July 11, 2012; EO 13742, October 7, 2016",13651
78 FR 48029, 2013-19220,48033,https://www.federalregister.gov/documents/2013/08/07/2013-19220/improving-chemical-facility-safety-and-security,https://www.govinfo.gov/content/pkg/FR-2013-08-07/pdf/2013-19220.pdf,Presidential Document,Executive Order,08/07/2013,08/01/2013,48029,Improving Chemical Facility Safety and Security,"",13650
78 FR 43055, 2013-17478,43059,https://www.federalregister.gov/documents/2013/07/18/2013-17478/accelerating-improvements-in-hiv-prevention-and-care-in-the-united-states-through-the-hiv-care,https://www.govinfo.gov/content/pkg/FR-2013-07-18/pdf/2013-17478.pdf,Presidential Document,Executive Order,07/18/2013,07/15/2013,43055,Accelerating Improvements in HIV Prevention and Care in the United States Through the HIV Care Continuum Initiative,"See: EO 13703, July 30, 2015",13649
78 FR 40619, 2013-16387,40623,https://www.federalregister.gov/documents/2013/07/05/2013-16387/combating-wildlife-trafficking,https://www.govinfo.gov/content/pkg/FR-2013-07-05/pdf/2013-16387.pdf,Presidential Document,Executive Order,07/05/2013,07/01/2013,40619,Combating Wildlife Trafficking,"See: EO 13708, September 30, 2015
Continued by: EO 13708, September 30, 2015",13648
78 FR 39539, 2013-15942,39542,https://www.federalregister.gov/documents/2013/07/01/2013-15942/establishing-the-white-house-council-on-native-american-affairs,https://www.govinfo.gov/content/pkg/FR-2013-07-01/pdf/2013-15942.pdf,Presidential Document,Executive Order,07/01/2013,06/26/2013,39539,Establishing the White House Council on Native American Affairs,"",13647
78 FR 39157, 2013-15782,39161,https://www.federalregister.gov/documents/2013/06/28/2013-15782/establishing-the-presidents-advisory-council-on-financial-capability-for-young-americans,https://www.govinfo.gov/content/pkg/FR-2013-06-28/pdf/2013-15782.pdf,Presidential Document,Executive Order,06/28/2013,06/25/2013,39157,Establishing the President's Advisory Council on Financial Capability for Young Americans,"",13646
78 FR 33945, 2013-13523,33953,https://www.federalregister.gov/documents/2013/06/05/2013-13523/authorizing-the-implementation-of-certain-sanctions-set-forth-in-the-iran-freedom-and-counter-,https://www.govinfo.gov/content/pkg/FR-2013-06-05/pdf/2013-13523.pdf,Presidential Document,Executive Order,06/05/2013,06/03/2013,33945,Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Freedom and Counter- Proliferation Act of 2012 and Additional Sanctions With Respect To Iran,"Revoked by: EO 13716, January 16, 2016",13645
